#Time	Serial	Client
0868	0477	0351
0869	0457	0292
0870	0896	0295
0871	0443	0289
0872	0466	0295
0873	0479	0234
0874	0923	0299
0875	0452	0299
0876	0459	0294
0877	0453	0297
0878	1018	0300
0879	0876	0295
0880	0387	0294
0881	0799	0348
0882	0199	0242
0883	0467	0350
0884	0455	0241
0885	0473	0294
0886	0447	0346
0887	0920	0291
0888	0457	0250
0889	0454	0301
0890	0467	0345
0891	0892	0295
0892	0468	0297
0893	0461	0252
0894	0449	0333
0895	0796	0295
0896	0708	0293
0897	0762	0287
0898	0742	0247
0899	0356	0338
0900	0427	0290
0901	0452	0249
0902	0467	0328
0903	0463	0287
0904	0453	0249
0905	0921	0288
0906	0454	0332
0907	0454	0249
0908	0465	0322
0909	0910	0245
0910	0461	0325
0911	0460	0248
0912	0468	0287
0913	1020	0322
0914	0768	0246
0915	0400	0285
0916	0739	0284
0917	0401	0327
0918	0455	0287
0919	0452	0287
0920	0473	0284
0921	0460	0285
0922	0907	0250
0923	0475	0314
0924	0453	0285
0925	0453	0278
0926	0907	0246
0927	0450	0325
0928	0472	0289
0929	0430	0292
0930	0917	0251
0931	0686	0280
0932	0889	0337
0933	0455	0294
0934	0435	0296
0935	0836	0298
0936	0252	0300
0937	0450	0253
0938	0468	0285
0939	0463	0295
0940	0457	0330
0941	0934	0292
0942	0452	0292
0943	0458	0254
0944	0475	0321
0945	0898	0252
0946	0456	0296
0947	0472	0323
0948	0455	0292
0949	0931	0287
0950	0449	0252
0951	0800	0293
0952	0871	0288
0953	0653	0277
0954	0531	0327
0955	0426	0250
0956	0377	0288
0957	0470	0292
0958	0452	0322
0959	0449	0243
0960	0464	0284
0961	0931	0282
0962	0461	0325
0963	0464	0242
0964	0420	0317
0965	0910	0279
0966	0470	0236
0967	0454	0279
0968	0466	0316
0969	1026	0282
0970	0943	0244
0971	0478	0277
0972	0490	0318
0973	0694	0236
0974	0241	0275
0975	0580	0314
0976	0571	0287
0977	0560	0275
0978	0587	0280
0979	0554	0278
0980	0587	0278
0981	0565	0274
0982	0576	0233
0983	0566	0276
0984	0558	0314
0985	0593	0231
0986	0575	0308
0987	0549	0233
0989	0632	0271
0990	0632	0308
0991	0557	0234
0992	0520	0266
0993	0518	0306
0994	0582	0273
0995	0570	0265
0996	0592	0265
0997	0560	0257
0998	0578	0230
0999	0583	0270
1000	0573	0260
1001	0540	0308
1002	0581	0269
1003	0587	0224
1004	0566	0260
1005	0579	0266
1006	0572	0265
1007	1062	0309
1008	0531	0263
1009	0462	0268
1010	0230	0260
1011	0574	0269
1012	0598	0265
1013	0601	0222
1014	0574	0262
1015	0574	0303
1016	0573	0228
1017	0583	0258
1018	0569	0297
1019	0556	0265
1020	0576	0259
1021	0559	0265
1022	0602	0260
1023	0597	0218
1025	0575	0259
1026	0575	0289
1027	0575	0262
1028	0575	0221
1029	0697	0262
1030	0521	0294
1031	0527	0223
1032	0536	0287
1033	1120	0258
1034	0002	0223
1035	0525	0257
1036	0453	0297
1037	0450	0257
1038	0466	0260
1039	0915	0223
1040	0463	0252
1041	0452	0292
1042	0462	0259
1043	0911	0258
1044	0478	0220
1045	0443	0257
1046	0466	0285
1047	0909	0253
1048	0451	0257
1049	0460	0215
1050	0454	0255
1051	0957	0287
1052	0457	0250
1053	0475	0256
1054	0804	0241
1055	1053	0212
1056	0542	0284
1057	0674	0225
1058	0004	0284
1059	0581	0250
1060	0575	0246
1061	0565	0221
1062	0575	0246
1063	0591	0282
1064	0574	0219
1065	0569	0253
1066	0575	0247
1067	0566	0282
1068	0569	0245
1069	0565	0252
1070	0583	0225
1071	0573	0282
1072	0571	0250
1073	0910	0249
1074	0599	0252
1075	0507	0246
1076	0492	0214
1077	0314	0284
1078	0471	0250
1079	0474	0256
1080	0478	0250
1081	0453	0222
1082	0905	0276
1083	0455	0257
1084	0469	0261
1085	0456	0263
1086	0925	0263
1087	0457	0231
1088	0470	0276
1089	0459	0230
1090	1022	0276
1091	1064	0255
1092	0560	0255
1094	0343	0232
1095	0343	0277
1096	1005	0254
1097	0130	0228
1098	0453	0276
1099	0468	0239
1100	0445	0282
1101	0475	0238
1102	0923	0261
1103	0456	0261
1104	0447	0253
1105	0467	0274
1106	0926	0242
1107	0453	0278
1108	0455	0260
1109	0452	0233
1110	0932	0282
1111	0685	0250
1112	1102	0255
1113	0560	0236
1114	0660	0255
1115	0514	0279
1116	0126	0257
1117	0476	0232
1118	0481	0250
1119	0470	0253
1120	0471	0281
1121	0949	0231
1122	0486	0277
1123	0476	0229
1124	0481	0279
1125	0950	0237
1126	0501	0253
1127	0448	0268
1128	0957	0252
1130	0636	0234
1131	0636	0269
1132	0541	0233
1133	1045	0251
1134	0115	0266
1135	0616	0234
1136	0599	0260
1137	0596	0261
1138	0597	0260
1139	0606	0280
1140	0590	0239
1141	0582	0255
1142	0599	0277
1143	0596	0246
1144	0609	0284
1145	0595	0262
1146	0594	0243
1147	0603	0271
1148	0829	0276
1149	0792	0266
1151	0445	0247
1152	0445	0277
1153	0660	0247
1154	0737	0267
1155	0254	0271
1156	0471	0261
1157	0480	0267
1158	0482	0285
1159	0475	0269
1160	0945	0252
1161	0495	0271
1162	0483	0278
1163	0475	0246
1164	0940	0277
1165	0489	0268
1166	0463	0264
1167	0501	0265
1168	0955	0258
1169	0482	0248
1170	0844	0271
1171	0658	0260
1172	0768	0248
1173	0710	0267
1174	0247	0257
1175	0471	0273
1176	0473	0263
1177	0482	0253
1178	0480	0273
1179	0958	0258
1180	0458	0266
1181	0494	0263
1182	0476	0270
1183	0966	0259
1184	0472	0274
1185	0464	0261
1186	0460	0260
1187	0957	0268
1188	0486	0269
1189	0470	0269
1190	0484	0272
1191	1061	0269
1192	0639	0266
1193	0621	0268
1194	0815	0275
1195	0321	0268
1196	0486	0266
1197	0493	0256
1198	0459	0284
1199	0479	0258
1200	0948	0276
1201	0493	0262
1202	0459	0272
1203	0487	0269
1204	0933	0265
1205	0501	0279
1206	0465	0268
1207	0478	0266
1208	0949	0265
1209	0486	0278
1210	0465	0274
1211	0950	0268
1212	0582	0261
1213	0838	0255
1214	0683	0266
1215	0646	0272
1216	0634	0269
1217	0629	0273
1218	0138	0269
1219	0451	0262
1220	0477	0268
1221	0469	0271
1222	0491	0276
1223	0932	0273
1224	0480	0263
1225	0455	0269
1226	0507	0275
1227	0942	0270
1228	0481	0271
1229	0464	0271
1230	0494	0268
1231	1051	0281
1232	0987	0274
1233	0472	0277
1234	0405	0263
1235	0803	0271
1236	0296	0274
1237	0486	0271
1238	0492	0271
1239	0454	0278
1240	0490	0277
1241	0943	0279
1242	0475	0271
1243	0469	0277
1244	0471	0284
1245	0957	0276
1246	0478	0274
1247	0469	0291
1248	0468	0279
1249	0959	0271
1250	0497	0276
1251	0809	0295
1252	0745	0278
1253	0693	0285
1254	0657	0291
1255	0231	0281
1256	0490	0285
1257	0484	0285
1258	0473	0283
1259	0474	0292
1260	0954	0297
1261	0486	0289
1262	0477	0293
1263	0463	0282
1264	0949	0284
1265	0474	0284
1266	0479	0295
1267	0469	0281
1268	0947	0284
1269	0469	0284
1270	0487	0269
1271	0465	0278
1272	1056	0285
1273	0641	0281
1274	0644	0282
1275	0623	0268
1276	0472	0297
1277	0469	0289
1278	0480	0287
1279	0459	0285
1280	0468	0278
1281	0947	0273
1282	0493	0279
1283	0468	0274
1284	0467	0281
1285	0957	0271
1286	0472	0273
1287	0485	0279
1288	0458	0274
1289	0953	0279
1290	0480	0287
1291	0495	0293
1292	0937	0291
1293	0629	0305
1294	0635	0291
1295	0636	0292
1296	0455	0291
1297	0467	0295
1298	0471	0290
1299	0492	0290
1300	0473	0290
1301	0937	0295
1302	0475	0296
1303	0482	0289
1304	0468	0293
1305	0960	0302
1306	0480	0300
1307	0471	0305
1308	0474	0303
1309	0963	0305
1310	0461	0301
1311	0492	0297
1312	0931	0300
1313	0641	0300
1314	0620	0296
1315	0629	0302
1316	0495	0304
1317	0424	0303
1318	0478	0297
1319	0477	0298
1320	0450	0295
1321	0872	0301
1322	0408	0306
1323	0438	0304
1324	0473	0295
1325	0917	0305
1326	0428	0306
1327	0440	0303
1328	0437	0299
1329	0841	0297
1330	0445	0300
1331	0436	0298
1332	0440	0299
1333	0831	0297
1334	0662	0301
1335	0613	0294
1336	0612	0289
1337	0598	0284
1338	0424	0295
1339	0419	0290
1340	0409	0285
1341	0435	0287
1342	0447	0287
1343	0866	0279
1344	0411	0293
1345	0429	0289
1346	0461	0282
1347	0891	0296
1348	0438	0293
1349	0441	0289
1350	0442	0288
1351	0889	0290
1352	0450	0285
1353	0439	0285
1354	0439	0287
1355	0955	0285
1356	0598	0285
1357	0597	0292
1358	0570	0279
1359	0420	0288
1360	0415	0286
1361	0443	0277
1362	0463	0290
1363	0465	0278
1364	0873	0286
1365	0444	0287
1366	0441	0276
1367	0429	0289
1368	0920	0281
1369	0442	0278
1370	0440	0274
1371	0424	0268
1372	0900	0268
1373	0401	0276
1374	0439	0269
1375	0467	0265
1376	0863	0261
1377	0668	0266
1378	0572	0131
1379	0569	0263
1380	0610	0349
1381	0443	0286
1382	0424	0246
1383	0462	0299
1384	0442	0324
1385	0434	0292
1386	0866	0247
1387	0461	0223
1388	0453	0219
1389	0429	0209
1390	0893	0221
1391	0428	0214
1392	0447	0213
1393	0470	0215
1394	0841	0207
1395	0459	0264
1396	0443	0335
1397	0448	0268
1398	0874	0231
1399	0674	0283
1400	0601	0303
1401	0644	0298
1402	0570	0242
1403	0356	0226
1404	0463	0210
1405	0447	0202
1406	0433	0201
1407	0445	0196
1408	0906	0193
1409	0411	0190
1410	0435	0189
1411	0414	0183
1412	0842	0176
1413	0445	0177
1414	0386	0186
1415	0424	0189
1416	0837	0197
1417	0434	0191
1418	0424	0209
1419	0421	0210
1420	0853	0209
1421	0622	0215
1423	0654	0226
1424	0654	0225
1425	0654	0225
1426	0654	0227
1427	0317	0230
1428	0293	0214
1429	0582	0217
1430	0777	0234
1431	0006	0227
1432	0426	0224
1433	0802	0234
1434	0429	0220
1435	0413	0227
1436	0418	0205
1437	0419	0236
1438	0860	0231
1439	0421	0227
1440	0428	0232
1441	0421	0241
1442	0854	0217
1443	0420	0240
1444	0431	0250
1445	0422	0253
1446	0844	0244
1447	0445	0236
1448	0402	0262
1449	0429	0250
1450	0923	0252
1451	0626	0242
1452	0635	0246
1453	0884	0244
1455	0526	0249
1456	0526	0246
1458	0374	0247
1459	0374	0248
1460	0714	0247
1461	0701	0246
1462	0151	0253
1463	0450	0250
1464	0452	0252
1465	0418	0268
1466	0447	0258
1467	0894	0270
1468	0438	0261
1469	0437	0276
1470	0435	0266
1471	0900	0268
1472	0446	0263
1473	0457	0269
1474	0438	0266
1475	0889	0274
1476	0650	0260
1477	0682	0274
1479	0471	0263
1480	0471	0266
1481	0653	0264
1482	0621	0259
1483	0630	0260
1485	0365	0256
1486	0365	0266
1487	0508	0257
1488	0405	0261
1489	0428	0250
1490	0409	0255
1491	0422	0252
1492	0861	0250
1493	0418	0247
1494	0419	0257
1495	0418	0262
1496	0858	0267
1497	0434	0259
1498	0427	0264
1499	0400	0260
1500	0856	0257
1501	0618	0262
1502	0859	0271
1503	0611	0268
1504	0613	0269
1506	0380	0264
1507	0380	0265
1508	0625	0261
1509	0583	0266
1510	0580	0263
1511	0114	0269
1512	0421	0272
1513	0433	0269
1514	0418	0277
1515	0407	0276
1516	0854	0277
1517	0434	0260
1518	0429	0281
1519	0408	0274
1520	0865	0274
1521	0412	0269
1522	0412	0272
1523	0425	0268
1524	0855	0265
1525	0431	0263
1526	0421	0268
1527	0421	0265
1528	0952	0262
1529	0516	0274
1530	0538	0265
1531	0513	0274
1533	0606	0269
1534	0606	0266
1535	0384	0271
1536	0529	0273
1537	0516	0274
1538	0531	0277
1539	0528	0276
1540	0535	0269
1541	0521	0279
1542	0527	0281
1543	0542	0269
1544	0513	0283
1545	0534	0277
1546	0520	0281
1547	0519	0276
1548	0545	0275
1549	0528	0278
1550	0624	0282
1551	0506	0289
1552	0511	0282
1553	0600	0283
1554	0374	0281
1555	0548	0287
1556	0522	0273
1557	0537	0282
1558	0541	0279
1559	0516	0280
1560	0532	0283
1561	0510	0275
1562	0549	0278
1563	0534	0271
1564	0521	0281
1565	0532	0283
1566	0510	0289
1567	0549	0284
1568	0524	0287
1569	0911	0282
1570	0446	0282
1571	0462	0283
1572	0300	0282
1573	0399	0287
1574	0433	0279
1575	0428	0285
